Customer ID,First Date,Last Date,Customer Tenure,Recency,Frequency,Monetary,Total Quantity,First Order Revenue,Avg Days Between Orders,First Order Quantity,Average Order Value,Customer Lifetime Value,Repeat Purchase Customer,Relative Repeat Rate,Churn Likelihood,Average Basket Size,Customer Segment
939,2013-03-09,2013-03-09,0,297,1,416.2,15,412.2,0,15,416.2,0.0,0,0.037037037037037035,0.8136986301369863,15.0,Low Value
940,2010-04-14,2010-04-14,0,1357,1,439.76,4,403.92,0,4,439.76,0.0,0,0.037037037037037035,3.717808219178082,4.0,Low Value
941,2013-05-02,2013-08-23,0,130,2,849.95,33,713.7,113,10,424.975,0.0,1,0.07407407407407407,0.3561643835616438,16.5,Low Value
942,2011-10-19,2011-10-19,0,804,1,38.34,5,32.400000000000006,0,5,38.34,0.0,0,0.037037037037037035,2.202739726027397,5.0,Low Value
943,2011-11-25,2011-11-25,0,767,1,3628.29,17,3559.29,0,17,3628.29,0.0,0,0.037037037037037035,2.1013698630136988,17.0,Low Value
945,2010-06-09,2013-10-04,3,88,5,3647.16,36,95.22,303,3,729.432,10941.48,1,0.18518518518518517,0.2410958904109589,7.2,High Value
946,2010-01-09,2010-01-09,0,1452,1,1875.8,20,1819.6000000000001,0,20,1875.8,0.0,0,0.037037037037037035,3.978082191780822,20.0,Low Value
947,2010-11-07,2010-11-07,0,1150,1,76.3,5,71.0,0,5,76.3,0.0,0,0.037037037037037035,3.1506849315068495,5.0,Low Value
948,2011-07-20,2011-07-20,0,895,1,558.08,9,545.85,0,9,558.08,0.0,0,0.037037037037037035,2.452054794520548,9.0,Low Value
949,2010-02-01,2013-08-19,3,134,11,22250.11,514,122.94,113,3,2022.7372727272727,66750.33,1,0.4074074074074074,0.36712328767123287,46.72727272727273,High Value
950,2010-02-01,2013-03-11,3,295,5,2624.42,46,40.98,283,1,524.884,7873.26,1,0.18518518518518517,0.8082191780821918,9.2,High Value
951,2011-01-04,2013-08-19,2,134,6,2848.42,85,224.54999999999998,177,9,474.7366666666667,5696.84,1,0.2222222222222222,0.36712328767123287,14.166666666666666,Medium Value
953,2013-02-26,2013-02-26,0,308,1,7.16,1,4.77,0,1,7.16,0.0,0,0.037037037037037035,0.8438356164383561,1.0,Low Value
954,2010-12-02,2013-12-27,3,4,6,834.88,47,29.24,224,4,139.14666666666668,2504.64,1,0.2222222222222222,0.010958904109589041,7.833333333333333,Medium Value
956,2011-02-25,2012-01-20,0,711,6,853.14,55,99.99,65,1,142.19,0.0,1,0.2222222222222222,1.9479452054794522,9.166666666666666,Low Value
957,2012-01-20,2012-01-20,0,711,2,244.86,15,121.38,0,14,122.43,0.0,1,0.07407407407407407,1.9479452054794522,7.5,Low Value
959,2010-03-22,2012-03-13,1,658,2,1354.68,10,1163.6,722,8,677.34,1354.68,1,0.07407407407407407,1.8027397260273972,5.0,Medium Value
960,2010-04-02,2013-08-01,3,152,2,465.65999999999997,2,2.94,1217,1,232.82999999999998,1396.98,1,0.07407407407407407,0.41643835616438357,1.0,Medium Value
961,2010-08-24,2012-01-07,1,724,5,4490.66,23,124.49,125,1,898.132,4490.66,1,0.18518518518518517,1.9835616438356165,4.6,Medium Value
962,2010-04-02,2013-08-24,3,129,7,18563.68,97,5.88,206,2,2651.9542857142856,55691.04,1,0.25925925925925924,0.35342465753424657,13.857142857142858,High Value
964,2011-12-30,2011-12-30,0,732,1,23.1,10,22.1,0,10,23.1,0.0,0,0.037037037037037035,2.0054794520547947,10.0,Low Value
965,2011-05-15,2011-05-15,0,961,1,118.19,12,116.16,0,12,118.19,0.0,0,0.037037037037037035,2.632876712328767,12.0,Low Value
966,2011-07-26,2011-07-26,0,889,1,404.93,6,395.93999999999994,0,6,404.93,0.0,0,0.037037037037037035,2.4356164383561643,6.0,Low Value
967,2013-06-24,2013-06-24,0,190,1,843.13,2,831.76,0,2,843.13,0.0,0,0.037037037037037035,0.5205479452054794,2.0,Low Value
968,2012-12-25,2012-12-25,0,371,1,96.41,13,94.64,0,13,96.41,0.0,0,0.037037037037037035,1.0164383561643835,13.0,Low Value
969,2011-05-15,2011-05-15,0,961,1,377.86,17,356.66,0,17,377.86,0.0,0,0.037037037037037035,2.632876712328767,17.0,Low Value
970,2010-10-20,2013-10-20,3,72,5,15004.17,58,1367.84,274,8,3000.834,45012.51,1,0.18518518518518517,0.19726027397260273,11.6,High Value
972,2010-08-29,2013-11-02,3,59,6,2010.74,42,569.96,196,2,335.12333333333333,6032.22,1,0.2222222222222222,0.16164383561643836,7.0,High Value
973,2012-03-14,2013-09-11,1,111,4,3094.09,71,71.64,182,9,773.5225,3094.09,1,0.14814814814814814,0.3041095890410959,17.75,Medium Value
974,2012-02-21,2012-02-21,0,679,1,543.46,5,537.65,0,5,543.46,0.0,0,0.037037037037037035,1.8602739726027397,5.0,Low Value
975,2010-04-10,2010-04-10,0,1361,1,11.66,3,6.66,0,3,11.66,0.0,0,0.037037037037037035,3.728767123287671,3.0,Low Value
976,2012-02-21,2012-02-21,0,679,1,47.38,8,39.84,0,8,47.38,0.0,0,0.037037037037037035,1.8602739726027397,8.0,Low Value
977,2013-05-08,2013-05-08,0,237,1,394.35,3,393.36,0,3,394.35,0.0,0,0.037037037037037035,0.6493150684931507,3.0,Low Value
978,2013-04-10,2013-04-10,0,265,1,161.5,11,156.2,0,11,161.5,0.0,0,0.037037037037037035,0.726027397260274,11.0,Low Value
979,2012-06-01,2013-02-19,0,315,2,1600.1200000000001,9,1504.52,263,4,800.0600000000001,0.0,1,0.07407407407407407,0.863013698630137,4.5,Low Value
980,2010-05-08,2010-05-08,0,1333,1,466.02,12,453.12,0,12,466.02,0.0,0,0.037037037037037035,3.652054794520548,12.0,Low Value
981,2011-11-14,2013-11-20,2,41,3,3647.0899999999997,57,2946.2,368,10,1215.6966666666665,7294.179999999999,1,0.1111111111111111,0.11232876712328767,19.0,High Value
983,2010-04-27,2012-12-17,2,379,6,17027.83,66,3009.7000000000003,193,10,2837.971666666667,34055.66,1,0.2222222222222222,1.0383561643835617,11.0,High Value
984,2011-08-04,2013-08-04,2,149,7,6219.99,93,58.3,121,5,888.5699999999999,12439.98,1,0.25925925925925924,0.40821917808219177,13.285714285714286,High Value
985,2013-11-01,2013-11-01,0,60,1,415.13,13,413.14,0,13,415.13,0.0,0,0.037037037037037035,0.1643835616438356,13.0,Low Value
986,2012-01-24,2012-01-24,0,707,1,25.59,5,24.1,0,5,25.59,0.0,0,0.037037037037037035,1.936986301369863,5.0,Low Value
987,2013-11-01,2013-11-01,0,60,1,6743.87,13,6727.24,0,13,6743.87,0.0,0,0.037037037037037035,0.1643835616438356,13.0,Low Value
988,2011-11-01,2011-11-01,0,791,1,591.43,4,571.44,0,4,591.43,0.0,0,0.037037037037037035,2.1671232876712327,4.0,Low Value
989,2013-03-01,2013-03-01,0,305,1,1614.85,7,1586.6899999999998,0,7,1614.85,0.0,0,0.037037037037037035,0.8356164383561644,7.0,Low Value
990,2011-03-19,2011-03-19,0,1018,1,800.87,12,791.8799999999999,0,12,800.87,0.0,0,0.037037037037037035,2.789041095890411,12.0,Low Value
991,2013-11-01,2013-11-01,0,60,1,193.19,1,122.99,0,1,193.19,0.0,0,0.037037037037037035,0.1643835616438356,1.0,Low Value
993,2010-02-19,2013-06-24,3,190,4,1576.0,48,38.52,407,9,394.0,4728.0,1,0.14814814814814814,0.5205479452054794,12.0,Medium Value
994,2010-09-14,2010-09-14,0,1204,1,878.33,2,801.96,0,2,878.33,0.0,0,0.037037037037037035,3.2986301369863016,2.0,Low Value
995,2010-10-11,2010-10-11,0,1177,1,74.59,9,68.75999999999999,0,9,74.59,0.0,0,0.037037037037037035,3.2246575342465755,9.0,Low Value
996,2012-07-09,2012-07-09,0,540,1,42.24,22,36.96,0,22,42.24,0.0,0,0.037037037037037035,1.4794520547945205,22.0,Low Value
997,2010-01-24,2010-01-24,0,1437,1,68.83,1,67.84,0,1,68.83,0.0,0,0.037037037037037035,3.936986301369863,1.0,Low Value
998,2013-10-21,2013-10-21,0,71,1,558.08,9,545.85,0,9,558.08,0.0,0,0.037037037037037035,0.19452054794520549,9.0,Low Value
999,2010-09-14,2010-09-14,0,1204,1,137.56,3,135.57,0,3,137.56,0.0,0,0.037037037037037035,3.2986301369863016,3.0,Low Value
1000,2010-09-14,2010-09-14,0,1204,1,427.75,12,407.76,0,12,427.75,0.0,0,0.037037037037037035,3.2986301369863016,12.0,Low Value
1002,2011-05-25,2011-05-25,0,951,4,2415.44,29,99.84,0,12,603.86,0.0,1,0.14814814814814814,2.6054794520547944,7.25,Low Value
1003,2013-02-17,2013-02-17,0,317,1,1356.97,11,1330.67,0,11,1356.97,0.0,0,0.037037037037037035,0.8684931506849315,11.0,Low Value
1005,2010-04-03,2010-08-27,0,1222,2,972.66,24,10.14,146,1,486.33,0.0,1,0.07407407407407407,3.347945205479452,12.0,Low Value
1006,2011-01-26,2013-12-22,2,9,4,609.11,30,87.12,353,8,152.2775,1218.22,1,0.14814814814814814,0.024657534246575342,7.5,Medium Value
1008,2010-05-25,2010-05-25,0,1316,1,25.69,8,25.2,0,8,25.69,0.0,0,0.037037037037037035,3.6054794520547944,8.0,Low Value
1009,2010-12-19,2013-01-23,2,342,2,7824.89,15,7713.72,766,14,3912.445,15649.78,1,0.07407407407407407,0.936986301369863,7.5,High Value
1010,2011-07-01,2011-07-01,0,914,1,31.07,3,29.04,0,3,31.07,0.0,0,0.037037037037037035,2.504109589041096,3.0,Low Value
1011,2013-02-07,2013-02-07,0,327,1,20.65,1,11.66,0,1,20.65,0.0,0,0.037037037037037035,0.8958904109589041,1.0,Low Value
1012,2012-08-17,2012-08-17,0,501,1,106.39,5,104.9,0,5,106.39,0.0,0,0.037037037037037035,1.3726027397260274,5.0,Low Value
1014,2010-01-03,2012-12-17,2,379,7,992.98,57,170.88,179,6,141.8542857142857,1985.96,1,0.25925925925925924,1.0383561643835617,8.142857142857142,Medium Value
1015,2010-09-18,2013-11-18,3,43,6,4527.34,90,615.7199999999999,231,14,754.5566666666667,13582.02,1,0.2222222222222222,0.1178082191780822,15.0,High Value
1016,2010-12-06,2011-02-08,0,1057,4,2075.23,32,6.48,21,1,518.8075,0.0,1,0.14814814814814814,2.8958904109589043,8.0,Low Value
1017,2012-01-10,2013-12-06,1,25,3,866.05,15,14.2,348,1,288.68333333333334,866.05,1,0.1111111111111111,0.0684931506849315,5.0,Medium Value
1018,2010-08-10,2012-08-03,1,515,7,1348.07,64,681.91,96,19,192.58142857142857,1348.07,1,0.25925925925925924,1.4109589041095891,9.142857142857142,Medium Value
1020,2010-06-08,2013-09-21,3,101,8,3619.0600000000004,101,2587.4,168,5,452.38250000000005,10857.18,1,0.2962962962962963,0.27671232876712326,12.625,High Value
1021,2012-11-30,2012-11-30,0,396,1,1478.93,34,1475.9399999999998,0,34,1478.93,0.0,0,0.037037037037037035,1.084931506849315,34.0,Low Value
1022,2013-10-29,2013-10-29,0,63,1,116.99,7,103.67,0,7,116.99,0.0,0,0.037037037037037035,0.1726027397260274,7.0,Low Value
1023,2010-05-15,2012-10-20,2,437,4,1402.48,47,624.96,296,16,350.62,2804.96,1,0.14814814814814814,1.1972602739726028,11.75,Medium Value
1025,2011-03-09,2013-01-12,1,353,7,26982.87,107,754.4499999999999,112,5,3854.695714285714,26982.87,1,0.25925925925925924,0.9671232876712329,15.285714285714286,High Value
1026,2010-07-08,2012-09-15,2,472,4,1719.88,88,1451.78,266,22,429.97,3439.76,1,0.14814814814814814,1.2931506849315069,22.0,Medium Value
1027,2010-12-03,2013-12-28,3,3,3,9900.689999999999,34,369.90000000000003,560,5,3300.2299999999996,29702.069999999996,1,0.1111111111111111,0.00821917808219178,11.333333333333334,High Value
1028,2010-08-11,2013-05-21,2,224,6,3432.75,51,92.04,193,13,572.125,6865.5,1,0.2222222222222222,0.6136986301369863,8.5,High Value
1030,2012-04-20,2013-01-19,0,346,4,2615.53,34,1935.89,91,11,653.8825,0.0,1,0.14814814814814814,0.947945205479452,8.5,Low Value
1031,2011-02-01,2013-02-13,2,321,7,3056.29,55,230.89,123,11,436.61285714285714,6112.58,1,0.25925925925925924,0.8794520547945206,7.857142857142857,High Value
1032,2011-02-01,2013-07-17,2,167,2,1140.55,17,1048.5,897,10,570.275,2281.1,1,0.07407407407407407,0.4575342465753425,8.5,Medium Value
1033,2012-12-25,2013-10-13,0,79,7,2175.25,76,77.49,48,21,310.75,0.0,1,0.25925925925925924,0.21643835616438356,10.857142857142858,Low Value
1035,2010-03-13,2012-08-16,2,502,4,3443.5099999999998,12,125.99,295,1,860.8774999999999,6887.0199999999995,1,0.14814814814814814,1.3753424657534246,3.0,High Value
1036,2010-03-13,2012-03-24,2,647,3,700.0699999999999,16,599.9399999999999,371,6,233.35666666666665,1400.1399999999999,1,0.1111111111111111,1.7726027397260273,5.333333333333333,Medium Value
1038,2010-12-16,2013-05-03,2,242,6,5230.540000000001,40,38.199999999999996,173,5,871.7566666666668,10461.080000000002,1,0.2222222222222222,0.663013698630137,6.666666666666667,High Value
1039,2012-02-02,2013-07-04,1,180,2,946.59,17,283.56,518,4,473.295,946.59,1,0.07407407407407407,0.4931506849315068,8.5,Medium Value
1041,2010-04-17,2013-10-30,3,62,4,2260.38,40,335.64,430,6,565.095,6781.14,1,0.14814814814814814,0.16986301369863013,10.0,High Value
1042,2010-05-16,2011-02-12,0,1053,2,478.71999999999997,12,86.52,272,6,239.35999999999999,0.0,1,0.07407407407407407,2.884931506849315,6.0,Low Value
1043,2012-10-21,2013-06-09,0,205,2,3442.5499999999997,19,160.86,231,7,1721.2749999999999,0.0,1,0.07407407407407407,0.5616438356164384,9.5,Low Value
1044,2010-06-14,2013-03-26,2,280,6,20696.47,308,13010.08,203,62,3449.411666666667,41392.94,1,0.2222222222222222,0.7671232876712328,51.333333333333336,High Value
1045,2011-08-09,2011-08-09,0,875,1,67.31,16,66.08,0,16,67.31,0.0,0,0.037037037037037035,2.3972602739726026,16.0,Low Value
1046,2012-03-20,2012-03-20,0,651,1,85.21,14,83.72,0,14,85.21,0.0,0,0.037037037037037035,1.7835616438356163,14.0,Low Value
1047,2010-08-27,2010-08-27,0,1222,1,159.3,23,153.64,0,23,159.3,0.0,0,0.037037037037037035,3.347945205479452,23.0,Low Value
1048,2013-06-14,2013-06-14,0,200,1,1565.94,8,1554.4,0,8,1565.94,0.0,0,0.037037037037037035,0.547945205479452,8.0,Low Value
1049,2013-03-26,2013-03-26,0,280,1,59.29,1,55.99,0,1,59.29,0.0,0,0.037037037037037035,0.7671232876712328,1.0,Low Value
1050,2013-06-14,2013-06-14,0,200,1,3168.81,15,3147.6,0,15,3168.81,0.0,0,0.037037037037037035,0.547945205479452,15.0,Low Value
1052,2012-02-17,2012-02-17,0,683,1,123.94,3,119.94,0,3,123.94,0.0,0,0.037037037037037035,1.8712328767123287,3.0,Low Value
1053,2011-05-24,2013-12-08,2,23,6,4104.34,54,3608.7300000000005,185,9,684.0566666666667,8208.68,1,0.2222222222222222,0.06301369863013699,9.0,High Value
1054,2010-05-25,2013-05-25,3,220,5,1887.6100000000001,30,21.76,274,4,377.52200000000005,5662.83,1,0.18518518518518517,0.6027397260273972,6.0,Medium Value
1056,2011-01-14,2011-01-14,0,1082,1,1397.76,12,1367.76,0,12,1397.76,0.0,0,0.037037037037037035,2.9643835616438357,12.0,Low Value
1057,2011-01-14,2011-01-14,0,1082,1,634.9,5,604.9,0,5,634.9,0.0,0,0.037037037037037035,2.9643835616438357,5.0,Low Value
1058,2012-10-09,2012-10-09,0,448,1,45.16,2,31.98,0,2,45.16,0.0,0,0.037037037037037035,1.2273972602739727,2.0,Low Value
1059,2011-04-26,2011-04-26,0,980,1,609.12,2,601.94,0,2,609.12,0.0,0,0.037037037037037035,2.684931506849315,2.0,Low Value
1060,2010-03-24,2013-11-30,3,31,11,22119.18,361,3191.25,134,23,2010.8345454545454,66357.54000000001,1,0.4074074074074074,0.08493150684931507,32.81818181818182,High Value
1061,2013-08-01,2013-08-01,0,152,1,58.7,6,53.099999999999994,0,6,58.7,0.0,0,0.037037037037037035,0.41643835616438357,6.0,Low Value
1062,2010-03-24,2013-11-30,3,31,6,1532.06,49,832.5,269,6,255.34333333333333,4596.18,1,0.2222222222222222,0.08493150684931507,8.166666666666666,Medium Value
1063,2013-02-17,2013-09-08,0,114,4,4212.5199999999995,35,11.97,12,1,1053.1299999999999,0.0,1,0.14814814814814814,0.31232876712328766,8.75,Low Value
1065,2010-08-18,2013-08-01,2,152,3,490.53,29,367.77,534,23,163.51,981.06,1,0.1111111111111111,0.41643835616438357,9.666666666666666,Medium Value
1066,2013-08-28,2013-11-26,0,35,3,6759.44,33,791.8799999999999,45,12,2253.1466666666665,0.0,1,0.1111111111111111,0.0958904109589041,11.0,Low Value
1068,2010-09-16,2013-04-08,2,267,4,623.1,36,274.08,311,12,155.775,1246.2,1,0.14814814814814814,0.7315068493150685,9.0,Medium Value
1069,2010-11-14,2013-11-14,3,47,5,3322.07,68,653.54,274,41,664.414,9966.210000000001,1,0.18518518518518517,0.12876712328767123,13.6,High Value
1071,2013-01-03,2013-04-25,0,250,4,244.09,13,28.84,37,2,61.0225,0.0,1,0.14814814814814814,0.684931506849315,3.25,Low Value
1072,2010-03-27,2013-10-03,3,89,3,1087.46,8,452.66999999999996,643,3,362.4866666666667,3262.38,1,0.1111111111111111,0.24383561643835616,2.6666666666666665,Medium Value
1074,2011-02-26,2012-09-14,1,473,6,5175.860000000001,65,54.78,75,11,862.6433333333334,5175.860000000001,1,0.2222222222222222,1.295890410958904,10.833333333333334,Medium Value
1075,2010-09-03,2012-03-10,1,661,2,2294.73,22,211.53,554,11,1147.365,2294.73,1,0.07407407407407407,1.810958904109589,11.0,Medium Value
1077,2013-07-05,2013-07-05,0,179,1,65.14,15,64.2,0,15,65.14,0.0,0,0.037037037037037035,0.4904109589041096,15.0,Low Value
1079,2011-08-03,2012-11-16,1,410,2,1302.43,29,231.98,471,2,651.215,1302.43,1,0.07407407407407407,1.1232876712328768,14.5,Medium Value
1080,2010-08-11,2013-05-13,2,232,7,3339.62,101,194.6,167,14,477.0885714285714,6679.24,1,0.25925925925925924,0.6356164383561644,14.428571428571429,High Value
1081,2013-12-21,2013-12-21,0,10,3,489.65000000000003,28,150.1,0,10,163.21666666666667,0.0,1,0.1111111111111111,0.0273972602739726,9.333333333333334,Low Value
1082,2011-05-19,2013-05-19,2,226,3,5086.21,39,128.04,365,12,1695.4033333333334,10172.42,1,0.1111111111111111,0.6191780821917808,13.0,High Value
1083,2010-03-31,2013-11-04,3,57,2,2640.83,2,55.99,1314,1,1320.415,7922.49,1,0.07407407407407407,0.15616438356164383,1.0,High Value
1085,2010-04-24,2013-03-15,2,291,8,994.2,49,45.839999999999996,149,6,124.275,1988.4,1,0.2962962962962963,0.7972602739726027,6.125,Medium Value
1086,2010-04-24,2013-05-11,3,234,5,4029.5699999999997,43,42.81,278,3,805.914,12088.71,1,0.18518518518518517,0.6410958904109589,8.6,High Value
1088,2011-11-16,2013-11-15,2,46,6,7764.2,98,421.36,142,4,1294.0333333333333,15528.4,1,0.2222222222222222,0.12602739726027398,16.333333333333332,High Value
1089,2011-01-16,2012-09-10,1,477,4,2086.96,36,1207.84,201,8,521.74,2086.96,1,0.14814814814814814,1.3068493150684932,9.0,Medium Value
1090,2011-06-14,2013-12-31,2,0,7,4361.49,76,659.78,152,11,623.0699999999999,8722.98,1,0.25925925925925924,0.0,10.857142857142858,High Value
1091,2012-05-11,2013-01-10,0,355,3,14176.02,84,503.47999999999996,122,41,4725.34,0.0,1,0.1111111111111111,0.9726027397260274,28.0,Low Value
1092,2013-09-07,2013-10-10,0,82,2,367.15,6,129.96,33,2,183.575,0.0,1,0.07407407407407407,0.22465753424657534,3.0,Low Value
1093,2011-01-16,2011-01-16,0,1080,1,224.74,1,200.98,0,1,224.74,0.0,0,0.037037037037037035,2.958904109589041,1.0,Low Value
1095,2011-03-03,2011-03-03,0,1034,1,269.22,4,263.96,0,4,269.22,0.0,0,0.037037037037037035,2.8328767123287673,4.0,Low Value
1096,2011-09-12,2011-09-12,0,841,1,3604.45,22,3584.46,0,22,3604.45,0.0,0,0.037037037037037035,2.304109589041096,22.0,Low Value
1097,2013-09-09,2013-09-09,0,113,1,634.84,15,614.85,0,15,634.84,0.0,0,0.037037037037037035,0.3095890410958904,15.0,Low Value
1098,2013-09-09,2013-09-09,0,113,1,1531.27,11,1506.78,0,11,1531.27,0.0,0,0.037037037037037035,0.3095890410958904,11.0,Low Value
1099,2013-04-24,2013-04-24,0,251,1,188.99,3,179.28,0,3,188.99,0.0,0,0.037037037037037035,0.6876712328767123,3.0,Low Value
1101,2010-05-11,2013-05-11,3,234,3,438.15999999999997,35,45.42,548,3,146.0533333333333,1314.48,1,0.1111111111111111,0.6410958904109589,11.666666666666666,Medium Value
1102,2011-04-12,2011-04-12,0,994,2,23.9,3,13.5,0,2,11.95,0.0,1,0.07407407407407407,2.723287671232877,1.5,Low Value
1103,2010-10-04,2013-03-23,2,283,6,3266.2400000000002,32,2296.98,180,7,544.3733333333333,6532.4800000000005,1,0.2222222222222222,0.7753424657534247,5.333333333333333,High Value
1104,2010-10-04,2013-11-19,3,42,11,27997.95,355,9516.06,114,29,2545.268181818182,83993.85,1,0.4074074074074074,0.11506849315068493,32.27272727272727,High Value
1105,2011-05-19,2013-11-19,2,42,5,3806.87,56,1889.85,228,15,761.374,7613.74,1,0.18518518518518517,0.11506849315068493,11.2,High Value
1106,2010-05-20,2013-10-19,3,73,17,34556.5,781,330.2,78,52,2032.735294117647,103669.5,1,0.6296296296296297,0.2,45.94117647058823,High Value
1107,2010-11-21,2010-11-21,0,1136,1,143.63,15,139.65,0,15,143.63,0.0,0,0.037037037037037035,3.1123287671232878,15.0,Low Value
1108,2010-05-20,2013-06-15,3,199,8,1780.9499999999998,86,285.65999999999997,160,9,222.61874999999998,5342.849999999999,1,0.2962962962962963,0.5452054794520548,10.75,Medium Value
1109,2010-06-29,2013-10-19,3,73,7,7180.610000000001,95,108.80999999999999,179,13,1025.8014285714287,21541.83,1,0.25925925925925924,0.2,13.571428571428571,High Value
1110,2012-08-28,2012-08-28,0,490,1,43.59,3,37.32,0,3,43.59,0.0,0,0.037037037037037035,1.3424657534246576,3.0,Low Value
1112,2010-02-10,2010-02-10,0,1420,2,8796.66,14,3611.76,0,12,4398.33,0.0,1,0.07407407407407407,3.8904109589041096,7.0,Low Value
1113,2010-06-10,2013-12-02,3,29,7,6458.780000000001,77,40.46,177,14,922.6828571428572,19376.340000000004,1,0.25925925925925924,0.07945205479452055,11.0,High Value
1115,2012-08-21,2013-08-20,0,133,2,978.6199999999999,35,69.72,364,14,489.30999999999995,0.0,1,0.07407407407407407,0.3643835616438356,17.5,Low Value
1116,2013-02-18,2013-08-20,0,133,7,4971.16,78,79.80000000000001,30,10,710.1657142857142,0.0,1,0.25925925925925924,0.3643835616438356,11.142857142857142,Low Value
1117,2010-05-08,2013-08-06,3,147,7,5292.570000000001,66,258.6,197,4,756.0814285714287,15877.710000000003,1,0.25925925925925924,0.40273972602739727,9.428571428571429,High Value
1118,2011-11-13,2013-02-18,1,316,5,20998.73,101,2500.02,115,43,4199.746,20998.73,1,0.18518518518518517,0.8657534246575342,20.2,High Value
1119,2012-02-14,2013-11-04,1,57,6,1745.03,69,245.98,85,2,290.8383333333333,1745.03,1,0.2222222222222222,0.15616438356164383,11.5,Medium Value
1120,2011-09-26,2013-11-01,2,60,4,2254.92,59,334.88,255,23,563.73,4509.84,1,0.14814814814814814,0.1643835616438356,14.75,Medium Value
1121,2010-07-02,2013-08-07,3,146,7,9211.26,49,159.84,184,8,1315.8942857142858,27633.78,1,0.25925925925925924,0.4,7.0,High Value
1123,2010-09-15,2012-06-26,1,553,5,4513.74,48,102.2,150,14,902.7479999999999,4513.74,1,0.18518518518518517,1.515068493150685,9.6,Medium Value
1124,2010-12-20,2010-12-20,0,1107,1,2932.66,18,2897.64,0,18,2932.66,0.0,0,0.037037037037037035,3.032876712328767,18.0,Low Value
1126,2011-01-22,2013-12-07,2,24,7,1701.4699999999998,67,91.32000000000001,175,3,243.06714285714284,3402.9399999999996,1,0.25925925925925924,0.06575342465753424,9.571428571428571,Medium Value
1127,2010-08-24,2013-08-24,3,129,6,5220.160000000001,80,64.96,219,16,870.0266666666668,15660.480000000003,1,0.2222222222222222,0.35342465753424657,13.333333333333334,High Value
1128,2010-12-22,2010-12-22,0,1105,1,56.86,13,54.6,0,13,56.86,0.0,0,0.037037037037037035,3.0273972602739727,13.0,Low Value
1129,2010-02-16,2013-10-02,3,90,18,25234.23,637,318.2,77,37,1401.9016666666666,75702.69,1,0.6666666666666666,0.2465753424657534,35.388888888888886,High Value
1130,2011-10-01,2012-03-16,0,655,2,35.68,6,24.900000000000002,167,5,17.84,0.0,1,0.07407407407407407,1.7945205479452055,3.0,Low Value
1131,2010-05-21,2012-12-04,2,392,7,655.02,74,99.32,131,13,93.57428571428571,1310.04,1,0.25925925925925924,1.073972602739726,10.571428571428571,Medium Value
1132,2010-02-16,2010-10-02,0,1186,4,3298.7299999999996,30,38.22,-37,6,824.6824999999999,0.0,1,0.14814814814814814,3.249315068493151,7.5,Low Value
1133,2010-07-26,2013-03-29,2,277,5,2533.29,48,24.900000000000002,244,5,506.658,5066.58,1,0.18518518518518517,0.7589041095890411,9.6,Medium Value
1135,2011-09-12,2011-09-12,0,841,1,7039.72,14,7013.72,0,14,7039.72,0.0,0,0.037037037037037035,2.304109589041096,14.0,Low Value
1136,2010-02-07,2013-09-22,3,100,6,8071.75,112,4064.55,264,15,1345.2916666666667,24215.25,1,0.2222222222222222,0.273972602739726,18.666666666666668,High Value
1138,2010-08-16,2011-08-03,0,881,4,1846.44,33,160.98,117,1,461.61,0.0,1,0.14814814814814814,2.4136986301369863,8.25,Low Value
1139,2013-06-05,2013-11-09,0,52,3,2259.7599999999998,40,1829.7599999999998,78,12,753.2533333333332,0.0,1,0.1111111111111111,0.14246575342465753,13.333333333333334,Low Value
1140,2013-03-26,2013-11-18,0,43,3,12812.369999999999,79,21.96,118,2,4270.79,0.0,1,0.1111111111111111,0.1178082191780822,26.333333333333332,Low Value
1141,2011-09-30,2013-07-30,1,154,4,473.44000000000005,48,22.32,223,4,118.36000000000001,473.44000000000005,1,0.14814814814814814,0.42191780821917807,12.0,Medium Value
1142,2010-04-07,2013-06-12,3,202,7,4588.61,86,2542.75,193,7,655.5157142857142,13765.829999999998,1,0.25925925925925924,0.5534246575342465,12.285714285714286,High Value
1143,2011-01-22,2012-08-22,1,496,3,7666.289999999999,38,29.17,289,1,2555.43,7666.289999999999,1,0.1111111111111111,1.358904109589041,12.666666666666666,High Value
1145,2011-10-21,2013-04-07,1,268,3,3293.33,33,13.080000000000002,267,6,1097.7766666666666,3293.33,1,0.1111111111111111,0.7342465753424657,11.0,Medium Value
1146,2012-03-10,2013-03-28,1,278,3,1280.3600000000001,30,141.96,127,2,426.7866666666667,1280.3600000000001,1,0.1111111111111111,0.7616438356164383,10.0,Medium Value
1148,2012-07-16,2012-07-16,0,533,1,26.48,14,25.48,0,14,26.48,0.0,0,0.037037037037037035,1.4602739726027398,14.0,Low Value
1149,2013-09-29,2013-09-29,0,93,1,139.39,15,131.1,0,15,139.39,0.0,0,0.037037037037037035,0.2547945205479452,15.0,Low Value
1150,2012-12-29,2012-12-29,0,367,1,92.75,25,92.25,0,25,92.75,0.0,0,0.037037037037037035,1.0054794520547945,25.0,Low Value
1151,2010-09-12,2012-12-21,2,375,2,13831.79,26,7.59,831,1,6915.895,27663.58,1,0.07407407407407407,1.0273972602739727,13.0,High Value
